,fecha,humedad,precipitacion,temperatura
585,2024-08-08,61.0,0.0,25.05
586,2024-08-09,59.0,0.0,26.49
587,2024-08-10,57.0,0.0,29.18
588,2024-08-11,57.0,0.0,28.03
589,2024-08-12,59.0,0.0,24.49
590,2024-08-13,63.0,0.0,22.05
591,2024-08-14,56.0,0.0,22.65
592,2024-08-15,51.0,0.0,23.34
593,2024-08-16,46.0,0.0,25.32
594,2024-08-17,58.0,0.0,25.4
595,2024-08-18,61.0,0.0,25.34
596,2024-08-19,52.0,0.0,25.12
597,2024-08-20,61.0,0.0,22.72
598,2024-08-21,55.0,0.0,25.28
599,2024-08-22,64.0,0.0,22.98
600,2024-08-23,56.0,0.0,25.09
601,2024-08-24,70.0,1.0,20.84
602,2024-08-25,61.0,0.0,19.61
603,2024-08-26,57.0,0.0,22.16
604,2024-08-27,57.0,0.0,23.03
605,2024-08-28,62.0,0.0,22.31
606,2024-08-29,61.0,0.0,23.24
607,2024-08-30,65.0,0.0,23.07
608,2024-08-31,71.0,0.4,22.89
609,2024-09-01,60.0,0.0,24.1
610,2024-09-02,73.0,1.2,19.29
611,2024-09-03,60.0,0.0,18.82
612,2024-09-04,60.0,0.0,19.16
613,2024-09-05,62.0,0.0,16.61
614,2024-09-06,74.0,3.8,14.32
615,2024-09-07,72.0,7.0,17.59
616,2024-09-08,72.0,0.0,17.19
617,2024-09-09,74.0,0.0,17.97
618,2024-09-10,65.0,0.0,19.28
619,2024-09-11,67.0,0.0,17.98
620,2024-09-12,73.0,0.0,18.78
621,2024-09-13,60.0,0.0,18.18
622,2024-09-14,55.0,0.0,18.3
623,2024-09-15,58.0,0.0,19.22
624,2024-09-16,58.0,0.0,20.23
625,2024-09-17,57.0,0.0,19.82
626,2024-09-18,58.0,0.0,20.18
627,2024-09-19,69.0,0.0,18.86
628,2024-09-20,93.0,3.4,17.04
629,2024-09-21,89.0,3.2,17.75
630,2024-09-22,77.0,0.0,17.93
631,2024-09-23,70.0,0.0,16.07
632,2024-09-24,74.0,1.4,17.92
633,2024-09-25,86.0,21.2,19.57
634,2024-09-26,76.0,20.0,19.16
635,2024-09-27,73.0,3.0,14.67
636,2024-09-28,72.0,0.0,13.54
637,2024-09-29,66.0,0.0,16.19
638,2024-09-30,68.0,0.0,20.43
639,2024-10-01,90.0,7.0,19.92
640,2024-10-02,93.0,14.0,20.48
641,2024-10-03,82.0,0.0,20.5
642,2024-10-04,80.0,0.0,20.11
643,2024-10-05,93.0,13.8,19.71
644,2024-10-06,82.0,2.8,19.22
645,2024-10-07,80.0,3.2,16.36
646,2024-10-08,82.0,5.8,17.27
647,2024-10-09,82.0,17.6,18.23
648,2024-10-10,90.0,0.0,13.11
649,2024-10-11,88.0,6.2,14.47
650,2024-10-12,83.0,0.0,18.66
651,2024-10-13,83.0,0.0,18.25
652,2024-10-14,87.0,0.0,18.33
653,2024-10-15,88.0,2.4,18.94
654,2024-10-16,93.0,11.6,16.86
655,2024-10-17,80.0,0.0,14.6
656,2024-10-18,87.0,0.8,15.49
657,2024-10-19,97.0,5.6,16.67
658,2024-10-20,81.0,0.0,18.42
659,2024-10-21,88.0,0.8,16.27
660,2024-10-22,83.0,0.0,14.38
