Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Ourense";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"18/03/2025";"Lluvia";"0.4";"1";"L/m2"
"18/03/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"18/03/2025";"Temperatura media  atura a 1.5m";"10.90";"1";"ºC"
"19/03/2025";"Lluvia";"0.0";"1";"L/m2"
"19/03/2025";"Humedad relativa media a 1.5m";"58";"1";"%"
"19/03/2025";"Temperatura media  atura a 1.5m";"14.79";"1";"ºC"
"20/03/2025";"Lluvia";"5.2";"1";"L/m2"
"20/03/2025";"Humedad relativa media a 1.5m";"50";"1";"%"
"20/03/2025";"Temperatura media  atura a 1.5m";"15.57";"1";"ºC"
"21/03/2025";"Lluvia";"19.4";"1";"L/m2"
"21/03/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"21/03/2025";"Temperatura media  atura a 1.5m";"10.45";"1";"ºC"
"22/03/2025";"Lluvia";"8.4";"1";"L/m2"
"22/03/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"22/03/2025";"Temperatura media  atura a 1.5m";"8.29";"1";"ºC"
"23/03/2025";"Lluvia";"0.4";"1";"L/m2"
"23/03/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"23/03/2025";"Temperatura media  atura a 1.5m";"8.04";"1";"ºC"
"24/03/2025";"Lluvia";"0.0";"1";"L/m2"
"24/03/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"24/03/2025";"Temperatura media  atura a 1.5m";"10.57";"1";"ºC"
"25/03/2025";"Lluvia";"0.0";"1";"L/m2"
"25/03/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"25/03/2025";"Temperatura media  atura a 1.5m";"12.13";"1";"ºC"
"26/03/2025";"Lluvia";"0.0";"1";"L/m2"
"26/03/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"26/03/2025";"Temperatura media  atura a 1.5m";"11.54";"1";"ºC"
"27/03/2025";"Lluvia";"0.0";"1";"L/m2"
"27/03/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"27/03/2025";"Temperatura media  atura a 1.5m";"12.17";"1";"ºC"
"28/03/2025";"Lluvia";"0.0";"1";"L/m2"
"28/03/2025";"Humedad relativa media a 1.5m";"67";"1";"%"
"28/03/2025";"Temperatura media  atura a 1.5m";"12.74";"1";"ºC"
"29/03/2025";"Lluvia";"0.0";"1";"L/m2"
"29/03/2025";"Humedad relativa media a 1.5m";"67";"1";"%"
"29/03/2025";"Temperatura media  atura a 1.5m";"12.30";"1";"ºC"
"30/03/2025";"Lluvia";"0.0";"1";"L/m2"
"30/03/2025";"Humedad relativa media a 1.5m";"57";"1";"%"
"30/03/2025";"Temperatura media  atura a 1.5m";"14.86";"1";"ºC"
"31/03/2025";"Lluvia";"0.0";"1";"L/m2"
"31/03/2025";"Humedad relativa media a 1.5m";"57";"1";"%"
"31/03/2025";"Temperatura media  atura a 1.5m";"16.80";"1";"ºC"
