Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Campus Lugo";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"03/11/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"03/11/2024";"Temperatura media  atura a 1.5m";"13.07";"1";"ºC"
"04/11/2024";"Lluvia";"0.5";"1";"L/m2"
"04/11/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"04/11/2024";"Temperatura media  atura a 1.5m";"11.05";"1";"ºC"
"05/11/2024";"Lluvia";"1.1";"1";"L/m2"
"05/11/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"05/11/2024";"Temperatura media  atura a 1.5m";"14.12";"1";"ºC"
"06/11/2024";"Lluvia";"0.0";"1";"L/m2"
"06/11/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"06/11/2024";"Temperatura media  atura a 1.5m";"14.11";"1";"ºC"
"07/11/2024";"Lluvia";"0.0";"1";"L/m2"
"07/11/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"07/11/2024";"Temperatura media  atura a 1.5m";"13.33";"1";"ºC"
"08/11/2024";"Lluvia";"5.5";"1";"L/m2"
"08/11/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"08/11/2024";"Temperatura media  atura a 1.5m";"12.94";"1";"ºC"
"09/11/2024";"Lluvia";"6.0";"1";"L/m2"
"09/11/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"09/11/2024";"Temperatura media  atura a 1.5m";"11.36";"1";"ºC"
"10/11/2024";"Lluvia";"17.1";"1";"L/m2"
"10/11/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"10/11/2024";"Temperatura media  atura a 1.5m";"14.29";"1";"ºC"
"11/11/2024";"Lluvia";"0.0";"1";"L/m2"
"11/11/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"11/11/2024";"Temperatura media  atura a 1.5m";"12.90";"1";"ºC"
"12/11/2024";"Lluvia";"0.0";"1";"L/m2"
"12/11/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"12/11/2024";"Temperatura media  atura a 1.5m";"10.14";"1";"ºC"
"13/11/2024";"Lluvia";"0.0";"1";"L/m2"
"13/11/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"13/11/2024";"Temperatura media  atura a 1.5m";"8.54";"1";"ºC"
"14/11/2024";"Lluvia";"0.0";"1";"L/m2"
"14/11/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"14/11/2024";"Temperatura media  atura a 1.5m";"10.76";"1";"ºC"
"15/11/2024";"Lluvia";"2.1";"1";"L/m2"
"15/11/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"15/11/2024";"Temperatura media  atura a 1.5m";"11.13";"1";"ºC"
"16/11/2024";"Lluvia";"0.7";"1";"L/m2"
"16/11/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"16/11/2024";"Temperatura media  atura a 1.5m";"10.92";"1";"ºC"
"17/11/2024";"Lluvia";"0.0";"1";"L/m2"
"17/11/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"17/11/2024";"Temperatura media  atura a 1.5m";"10.87";"1";"ºC"
"18/11/2024";"Lluvia";"0.0";"1";"L/m2"
"18/11/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"18/11/2024";"Temperatura media  atura a 1.5m";"10.92";"1";"ºC"
"19/11/2024";"Lluvia";"0.0";"1";"L/m2"
"19/11/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"19/11/2024";"Temperatura media  atura a 1.5m";"10.78";"1";"ºC"
"20/11/2024";"Lluvia";"1.0";"1";"L/m2"
"20/11/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"20/11/2024";"Temperatura media  atura a 1.5m";"11.84";"1";"ºC"
"21/11/2024";"Lluvia";"27.2";"1";"L/m2"
"21/11/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"21/11/2024";"Temperatura media  atura a 1.5m";"11.35";"1";"ºC"
"22/11/2024";"Lluvia";"0.0";"1";"L/m2"
"22/11/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"22/11/2024";"Temperatura media  atura a 1.5m";"6.45";"1";"ºC"
"23/11/2024";"Lluvia";"0.0";"1";"L/m2"
"23/11/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"23/11/2024";"Temperatura media  atura a 1.5m";"13.92";"1";"ºC"
"24/11/2024";"Lluvia";"19.2";"1";"L/m2"
"24/11/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"24/11/2024";"Temperatura media  atura a 1.5m";"16.79";"1";"ºC"
"25/11/2024";"Lluvia";"4.5";"1";"L/m2"
"25/11/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"25/11/2024";"Temperatura media  atura a 1.5m";"8.22";"1";"ºC"
"26/11/2024";"Lluvia";"0.0";"1";"L/m2"
"26/11/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"26/11/2024";"Temperatura media  atura a 1.5m";"9.08";"1";"ºC"
"27/11/2024";"Lluvia";"0.0";"1";"L/m2"
"27/11/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"27/11/2024";"Temperatura media  atura a 1.5m";"9.02";"1";"ºC"
"28/11/2024";"Lluvia";"0.0";"1";"L/m2"
"28/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"28/11/2024";"Temperatura media  atura a 1.5m";"8.17";"1";"ºC"
"29/11/2024";"Lluvia";"0.9";"1";"L/m2"
"29/11/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"29/11/2024";"Temperatura media  atura a 1.5m";"13.28";"1";"ºC"
"30/11/2024";"Lluvia";"0.5";"1";"L/m2"
"30/11/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"30/11/2024";"Temperatura media  atura a 1.5m";"11.43";"1";"ºC"
"01/12/2024";"Lluvia";"7.0";"1";"L/m2"
"01/12/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"01/12/2024";"Temperatura media  atura a 1.5m";"12.66";"1";"ºC"
"02/12/2024";"Lluvia";"0.0";"1";"L/m2"
"02/12/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"02/12/2024";"Temperatura media  atura a 1.5m";"9.46";"1";"ºC"
"03/12/2024";"Lluvia";"5.8";"1";"L/m2"
"03/12/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"03/12/2024";"Temperatura media  atura a 1.5m";"8.02";"1";"ºC"
"04/12/2024";"Lluvia";"0.0";"1";"L/m2"
"04/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"04/12/2024";"Temperatura media  atura a 1.5m";"10.44";"1";"ºC"
"05/12/2024";"Lluvia";"0.9";"1";"L/m2"
"05/12/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"05/12/2024";"Temperatura media  atura a 1.5m";"11.80";"1";"ºC"
"06/12/2024";"Lluvia";"0.0";"1";"L/m2"
"06/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"06/12/2024";"Temperatura media  atura a 1.5m";"12.79";"1";"ºC"
"07/12/2024";"Lluvia";"4.2";"1";"L/m2"
"07/12/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"07/12/2024";"Temperatura media  atura a 1.5m";"9.64";"1";"ºC"
"08/12/2024";"Lluvia";"2.5";"1";"L/m2"
"08/12/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"08/12/2024";"Temperatura media  atura a 1.5m";"6.24";"1";"ºC"
"09/12/2024";"Lluvia";"7.2";"1";"L/m2"
"09/12/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"09/12/2024";"Temperatura media  atura a 1.5m";"5.69";"1";"ºC"
"10/12/2024";"Lluvia";"0.0";"1";"L/m2"
"10/12/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"10/12/2024";"Temperatura media  atura a 1.5m";"5.77";"1";"ºC"
"11/12/2024";"Lluvia";"0.0";"1";"L/m2"
"11/12/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"11/12/2024";"Temperatura media  atura a 1.5m";"3.09";"1";"ºC"
"12/12/2024";"Lluvia";"0.0";"1";"L/m2"
"12/12/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"12/12/2024";"Temperatura media  atura a 1.5m";"4.16";"1";"ºC"
"13/12/2024";"Lluvia";"0.0";"1";"L/m2"
"13/12/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"13/12/2024";"Temperatura media  atura a 1.5m";"2.25";"1";"ºC"
"14/12/2024";"Lluvia";"0.0";"1";"L/m2"
"14/12/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"14/12/2024";"Temperatura media  atura a 1.5m";"1.14";"1";"ºC"
"15/12/2024";"Lluvia";"0.0";"1";"L/m2"
"15/12/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"15/12/2024";"Temperatura media  atura a 1.5m";"0.56";"1";"ºC"
"16/12/2024";"Lluvia";"0.0";"1";"L/m2"
"16/12/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"16/12/2024";"Temperatura media  atura a 1.5m";"3.85";"1";"ºC"
"17/12/2024";"Lluvia";"0.0";"1";"L/m2"
"17/12/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"17/12/2024";"Temperatura media  atura a 1.5m";"10.44";"1";"ºC"
"18/12/2024";"Lluvia";"16.1";"1";"L/m2"
"18/12/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"18/12/2024";"Temperatura media  atura a 1.5m";"12.80";"1";"ºC"
"19/12/2024";"Lluvia";"3.5";"1";"L/m2"
"19/12/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"19/12/2024";"Temperatura media  atura a 1.5m";"8.75";"1";"ºC"
"20/12/2024";"Lluvia";"0.0";"1";"L/m2"
"20/12/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"20/12/2024";"Temperatura media  atura a 1.5m";"4.04";"1";"ºC"
"21/12/2024";"Lluvia";"0.7";"1";"L/m2"
"21/12/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"21/12/2024";"Temperatura media  atura a 1.5m";"6.42";"1";"ºC"
"22/12/2024";"Lluvia";"1.0";"1";"L/m2"
"22/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"22/12/2024";"Temperatura media  atura a 1.5m";"9.29";"1";"ºC"
"23/12/2024";"Lluvia";"0.0";"1";"L/m2"
"23/12/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"23/12/2024";"Temperatura media  atura a 1.5m";"7.44";"1";"ºC"
"24/12/2024";"Lluvia";"0.0";"1";"L/m2"
"24/12/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"24/12/2024";"Temperatura media  atura a 1.5m";"6.70";"1";"ºC"
"25/12/2024";"Lluvia";"0.0";"1";"L/m2"
"25/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"25/12/2024";"Temperatura media  atura a 1.5m";"6.60";"1";"ºC"
"26/12/2024";"Lluvia";"0.0";"1";"L/m2"
"26/12/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"26/12/2024";"Temperatura media  atura a 1.5m";"4.35";"1";"ºC"
"27/12/2024";"Lluvia";"0.3";"1";"L/m2"
"27/12/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"27/12/2024";"Temperatura media  atura a 1.5m";"4.43";"1";"ºC"
"28/12/2024";"Lluvia";"0.0";"1";"L/m2"
"28/12/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"28/12/2024";"Temperatura media  atura a 1.5m";"4.77";"1";"ºC"
"29/12/2024";"Lluvia";"0.0";"1";"L/m2"
"29/12/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"29/12/2024";"Temperatura media  atura a 1.5m";"6.53";"1";"ºC"
"30/12/2024";"Lluvia";"0.0";"1";"L/m2"
"30/12/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"30/12/2024";"Temperatura media  atura a 1.5m";"5.18";"1";"ºC"
"31/12/2024";"Lluvia";"0.0";"1";"L/m2"
"31/12/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"31/12/2024";"Temperatura media  atura a 1.5m";"0.79";"1";"ºC"
"01/01/2025";"Lluvia";"0.0";"1";"L/m2"
"01/01/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"01/01/2025";"Temperatura media  atura a 1.5m";"2.48";"1";"ºC"
"02/01/2025";"Lluvia";"0.0";"1";"L/m2"
"02/01/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"02/01/2025";"Temperatura media  atura a 1.5m";"7.76";"1";"ºC"
"03/01/2025";"Lluvia";"2.7";"1";"L/m2"
"03/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"03/01/2025";"Temperatura media  atura a 1.5m";"10.70";"1";"ºC"
"04/01/2025";"Lluvia";"0.0";"1";"L/m2"
"04/01/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"04/01/2025";"Temperatura media  atura a 1.5m";"12.30";"1";"ºC"
"05/01/2025";"Lluvia";"21.1";"1";"L/m2"
"05/01/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"05/01/2025";"Temperatura media  atura a 1.5m";"11.62";"1";"ºC"
"06/01/2025";"Lluvia";"5.6";"1";"L/m2"
"06/01/2025";"Humedad relativa media a 1.5m";"94";"1";"%"
"06/01/2025";"Temperatura media  atura a 1.5m";"6.16";"1";"ºC"
"07/01/2025";"Lluvia";"6.9";"1";"L/m2"
"07/01/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"07/01/2025";"Temperatura media  atura a 1.5m";"9.22";"1";"ºC"
"08/01/2025";"Lluvia";"21.1";"1";"L/m2"
"08/01/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"08/01/2025";"Temperatura media  atura a 1.5m";"12.41";"1";"ºC"
"09/01/2025";"Lluvia";"1.7";"1";"L/m2"
"09/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"09/01/2025";"Temperatura media  atura a 1.5m";"12.31";"1";"ºC"
"10/01/2025";"Lluvia";"8.5";"1";"L/m2"
"10/01/2025";"Humedad relativa media a 1.5m";"99";"1";"%"
"10/01/2025";"Temperatura media  atura a 1.5m";"12.71";"1";"ºC"
"11/01/2025";"Lluvia";"2.4";"1";"L/m2"
"11/01/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"11/01/2025";"Temperatura media  atura a 1.5m";"12.79";"1";"ºC"
"12/01/2025";"Lluvia";"0.0";"1";"L/m2"
"12/01/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"12/01/2025";"Temperatura media  atura a 1.5m";"8.88";"1";"ºC"
"13/01/2025";"Lluvia";"0.0";"1";"L/m2"
"13/01/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"13/01/2025";"Temperatura media  atura a 1.5m";"4.22";"1";"ºC"
"14/01/2025";"Lluvia";"0.0";"1";"L/m2"
"14/01/2025";"Humedad relativa media a 1.5m";"93";"1";"%"
"14/01/2025";"Temperatura media  atura a 1.5m";"1.85";"1";"ºC"
"15/01/2025";"Lluvia";"0.0";"1";"L/m2"
"15/01/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"15/01/2025";"Temperatura media  atura a 1.5m";"1.29";"1";"ºC"
"16/01/2025";"Lluvia";"0.0";"1";"L/m2"
"16/01/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"16/01/2025";"Temperatura media  atura a 1.5m";"3.71";"1";"ºC"
"17/01/2025";"Lluvia";"0.0";"1";"L/m2"
"17/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"17/01/2025";"Temperatura media  atura a 1.5m";"3.36";"1";"ºC"
"18/01/2025";"Lluvia";"0.0";"1";"L/m2"
"18/01/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"18/01/2025";"Temperatura media  atura a 1.5m";"1.99";"1";"ºC"
"19/01/2025";"Lluvia";"10.2";"1";"L/m2"
"19/01/2025";"Humedad relativa media a 1.5m";"99";"1";"%"
"19/01/2025";"Temperatura media  atura a 1.5m";"2.31";"1";"ºC"
"20/01/2025";"Lluvia";"0.6";"1";"L/m2"
"20/01/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"20/01/2025";"Temperatura media  atura a 1.5m";"7.51";"1";"ºC"
"21/01/2025";"Lluvia";"3.8";"1";"L/m2"
"21/01/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"21/01/2025";"Temperatura media  atura a 1.5m";"11.28";"1";"ºC"
"22/01/2025";"Lluvia";"4.0";"1";"L/m2"
"22/01/2025";"Humedad relativa media a 1.5m";"97";"1";"%"
"22/01/2025";"Temperatura media  atura a 1.5m";"9.86";"1";"ºC"
"23/01/2025";"Lluvia";"0.0";"1";"L/m2"
"23/01/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"23/01/2025";"Temperatura media  atura a 1.5m";"9.63";"1";"ºC"
"24/01/2025";"Lluvia";"6.4";"1";"L/m2"
"24/01/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"24/01/2025";"Temperatura media  atura a 1.5m";"11.25";"1";"ºC"
"25/01/2025";"Lluvia";"5.3";"1";"L/m2"
"25/01/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"25/01/2025";"Temperatura media  atura a 1.5m";"8.78";"1";"ºC"
"26/01/2025";"Lluvia";"49.7";"1";"L/m2"
"26/01/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"26/01/2025";"Temperatura media  atura a 1.5m";"11.26";"1";"ºC"
"27/01/2025";"Lluvia";"24.7";"1";"L/m2"
"27/01/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"27/01/2025";"Temperatura media  atura a 1.5m";"7.23";"1";"ºC"
"28/01/2025";"Lluvia";"11.3";"1";"L/m2"
"28/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"28/01/2025";"Temperatura media  atura a 1.5m";"6.71";"1";"ºC"
"29/01/2025";"Lluvia";"29.1";"1";"L/m2"
"29/01/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"29/01/2025";"Temperatura media  atura a 1.5m";"7.04";"1";"ºC"
"30/01/2025";"Lluvia";"4.7";"1";"L/m2"
"30/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"30/01/2025";"Temperatura media  atura a 1.5m";"6.33";"1";"ºC"
"31/01/2025";"Lluvia";"0.0";"1";"L/m2"
"31/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"31/01/2025";"Temperatura media  atura a 1.5m";"5.13";"1";"ºC"
"01/02/2025";"Lluvia";"2.4";"1";"L/m2"
"01/02/2025";"Humedad relativa media a 1.5m";"99";"1";"%"
"01/02/2025";"Temperatura media  atura a 1.5m";"9.56";"1";"ºC"
"02/02/2025";"Lluvia";"2.3";"1";"L/m2"
"02/02/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"02/02/2025";"Temperatura media  atura a 1.5m";"7.81";"1";"ºC"
"03/02/2025";"Lluvia";"0.0";"1";"L/m2"
"03/02/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"03/02/2025";"Temperatura media  atura a 1.5m";"6.03";"1";"ºC"
"04/02/2025";"Lluvia";"0.0";"1";"L/m2"
"04/02/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"04/02/2025";"Temperatura media  atura a 1.5m";"4.87";"1";"ºC"
"05/02/2025";"Lluvia";"0.0";"1";"L/m2"
"05/02/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"05/02/2025";"Temperatura media  atura a 1.5m";"5.04";"1";"ºC"
"06/02/2025";"Lluvia";"0.0";"1";"L/m2"
"06/02/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"06/02/2025";"Temperatura media  atura a 1.5m";"6.94";"1";"ºC"
"07/02/2025";"Lluvia";"12.0";"1";"L/m2"
"07/02/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"07/02/2025";"Temperatura media  atura a 1.5m";"6.41";"1";"ºC"
"08/02/2025";"Lluvia";"5.6";"1";"L/m2"
"08/02/2025";"Humedad relativa media a 1.5m";"98";"1";"%"
"08/02/2025";"Temperatura media  atura a 1.5m";"2.86";"1";"ºC"
"09/02/2025";"Lluvia";"7.8";"1";"L/m2"
"09/02/2025";"Humedad relativa media a 1.5m";"100";"1";"%"
"09/02/2025";"Temperatura media  atura a 1.5m";"10.36";"1";"ºC"
"10/02/2025";"Lluvia";"2.5";"1";"L/m2"
"10/02/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"10/02/2025";"Temperatura media  atura a 1.5m";"11.29";"1";"ºC"
"11/02/2025";"Lluvia";"11.7";"1";"L/m2"
"11/02/2025";"Humedad relativa media a 1.5m";"94";"1";"%"
"11/02/2025";"Temperatura media  atura a 1.5m";"8.71";"1";"ºC"
"12/02/2025";"Lluvia";"1.0";"1";"L/m2"
"12/02/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"12/02/2025";"Temperatura media  atura a 1.5m";"8.60";"1";"ºC"
"13/02/2025";"Lluvia";"0.6";"1";"L/m2"
"13/02/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"13/02/2025";"Temperatura media  atura a 1.5m";"11.30";"1";"ºC"
"14/02/2025";"Lluvia";"0.0";"1";"L/m2"
"14/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"14/02/2025";"Temperatura media  atura a 1.5m";"10.36";"1";"ºC"
"15/02/2025";"Lluvia";"0.0";"1";"L/m2"
"15/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"15/02/2025";"Temperatura media  atura a 1.5m";"9.78";"1";"ºC"
"16/02/2025";"Lluvia";"2.1";"1";"L/m2"
"16/02/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"16/02/2025";"Temperatura media  atura a 1.5m";"8.95";"1";"ºC"
"17/02/2025";"Lluvia";"0.0";"1";"L/m2"
"17/02/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"17/02/2025";"Temperatura media  atura a 1.5m";"6.89";"1";"ºC"
"18/02/2025";"Lluvia";"0.0";"1";"L/m2"
"18/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"18/02/2025";"Temperatura media  atura a 1.5m";"9.54";"1";"ºC"
"19/02/2025";"Lluvia";"0.0";"1";"L/m2"
"19/02/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"19/02/2025";"Temperatura media  atura a 1.5m";"12.73";"1";"ºC"
"20/02/2025";"Lluvia";"0.0";"1";"L/m2"
"20/02/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"20/02/2025";"Temperatura media  atura a 1.5m";"13.11";"1";"ºC"
"21/02/2025";"Lluvia";"28.7";"1";"L/m2"
"21/02/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"21/02/2025";"Temperatura media  atura a 1.5m";"11.88";"1";"ºC"
"22/02/2025";"Lluvia";"5.5";"1";"L/m2"
"22/02/2025";"Humedad relativa media a 1.5m";"94";"1";"%"
"22/02/2025";"Temperatura media  atura a 1.5m";"7.70";"1";"ºC"
"23/02/2025";"Lluvia";"0.0";"1";"L/m2"
"23/02/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"23/02/2025";"Temperatura media  atura a 1.5m";"8.85";"1";"ºC"
"24/02/2025";"Lluvia";"15.7";"1";"L/m2"
"24/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"24/02/2025";"Temperatura media  atura a 1.5m";"11.29";"1";"ºC"
"25/02/2025";"Lluvia";"2.3";"1";"L/m2"
"25/02/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"25/02/2025";"Temperatura media  atura a 1.5m";"8.58";"1";"ºC"
"26/02/2025";"Lluvia";"0.0";"1";"L/m2"
"26/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"26/02/2025";"Temperatura media  atura a 1.5m";"6.19";"1";"ºC"
"27/02/2025";"Lluvia";"0.0";"1";"L/m2"
"27/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"27/02/2025";"Temperatura media  atura a 1.5m";"8.60";"1";"ºC"
"28/02/2025";"Lluvia";"0.0";"1";"L/m2"
"28/02/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"28/02/2025";"Temperatura media  atura a 1.5m";"9.66";"1";"ºC"
"01/03/2025";"Lluvia";"0.0";"1";"L/m2"
"01/03/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"01/03/2025";"Temperatura media  atura a 1.5m";"7.47";"1";"ºC"
"02/03/2025";"Lluvia";"0.0";"1";"L/m2"
"02/03/2025";"Humedad relativa media a 1.5m";"64";"1";"%"
"02/03/2025";"Temperatura media  atura a 1.5m";"6.68";"1";"ºC"
"03/03/2025";"Lluvia";"0.0";"1";"L/m2"
"03/03/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"03/03/2025";"Temperatura media  atura a 1.5m";"8.30";"1";"ºC"
"04/03/2025";"Lluvia";"0.0";"1";"L/m2"
"04/03/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"04/03/2025";"Temperatura media  atura a 1.5m";"9.19";"1";"ºC"
"05/03/2025";"Lluvia";"0.0";"1";"L/m2"
"05/03/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"05/03/2025";"Temperatura media  atura a 1.5m";"11.81";"1";"ºC"
"06/03/2025";"Lluvia";"4.5";"1";"L/m2"
"06/03/2025";"Humedad relativa media a 1.5m";"93";"1";"%"
"06/03/2025";"Temperatura media  atura a 1.5m";"9.68";"1";"ºC"
"07/03/2025";"Lluvia";"4.1";"1";"L/m2"
"07/03/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"07/03/2025";"Temperatura media  atura a 1.5m";"9.59";"1";"ºC"
"08/03/2025";"Lluvia";"2.1";"1";"L/m2"
"08/03/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"08/03/2025";"Temperatura media  atura a 1.5m";"8.32";"1";"ºC"
"09/03/2025";"Lluvia";"0.3";"1";"L/m2"
"09/03/2025";"Humedad relativa media a 1.5m";"68";"1";"%"
"09/03/2025";"Temperatura media  atura a 1.5m";"9.15";"1";"ºC"
"10/03/2025";"Lluvia";"5.3";"1";"L/m2"
"10/03/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"10/03/2025";"Temperatura media  atura a 1.5m";"7.52";"1";"ºC"
"11/03/2025";"Lluvia";"4.7";"1";"L/m2"
"11/03/2025";"Humedad relativa media a 1.5m";"96";"1";"%"
"11/03/2025";"Temperatura media  atura a 1.5m";"7.95";"1";"ºC"
"12/03/2025";"Lluvia";"3.0";"1";"L/m2"
"12/03/2025";"Humedad relativa media a 1.5m";"93";"1";"%"
"12/03/2025";"Temperatura media  atura a 1.5m";"6.71";"1";"ºC"
"13/03/2025";"Lluvia";"0.0";"1";"L/m2"
"13/03/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"13/03/2025";"Temperatura media  atura a 1.5m";"6.77";"1";"ºC"
"14/03/2025";"Lluvia";"0.0";"1";"L/m2"
"14/03/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"14/03/2025";"Temperatura media  atura a 1.5m";"5.11";"1";"ºC"
"15/03/2025";"Lluvia";"0.0";"1";"L/m2"
"15/03/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"15/03/2025";"Temperatura media  atura a 1.5m";"4.11";"1";"ºC"
"16/03/2025";"Lluvia";"0.0";"1";"L/m2"
"16/03/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"16/03/2025";"Temperatura media  atura a 1.5m";"4.55";"1";"ºC"
"17/03/2025";"Lluvia";"0.0";"1";"L/m2"
"17/03/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"17/03/2025";"Temperatura media  atura a 1.5m";"6.26";"1";"ºC"
"18/03/2025";"Lluvia";"0.0";"1";"L/m2"
