Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Coruña-Torre de Hércules";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"07/02/2024";"Lluvia";"0.0";"1";"L/m2"
"07/02/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"07/02/2024";"Temperatura media  atura a 1.5m";"16.69";"1";"ºC"
"08/02/2024";"Lluvia";"7.5";"1";"L/m2"
"08/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"08/02/2024";"Temperatura media  atura a 1.5m";"15.08";"1";"ºC"
"09/02/2024";"Lluvia";"16.4";"1";"L/m2"
"09/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"09/02/2024";"Temperatura media  atura a 1.5m";"13.28";"1";"ºC"
"10/02/2024";"Lluvia";"4.0";"1";"L/m2"
"10/02/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"10/02/2024";"Temperatura media  atura a 1.5m";"11.29";"1";"ºC"
"11/02/2024";"Lluvia";"1.8";"1";"L/m2"
"11/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"11/02/2024";"Temperatura media  atura a 1.5m";"11.92";"1";"ºC"
"12/02/2024";"Lluvia";"0.3";"1";"L/m2"
"12/02/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"12/02/2024";"Temperatura media  atura a 1.5m";"13.44";"1";"ºC"
"13/02/2024";"Lluvia";"0.0";"1";"L/m2"
"13/02/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"13/02/2024";"Temperatura media  atura a 1.5m";"16.63";"1";"ºC"
"14/02/2024";"Lluvia";"0.0";"1";"L/m2"
"14/02/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"14/02/2024";"Temperatura media  atura a 1.5m";"19.16";"1";"ºC"
"15/02/2024";"Lluvia";"12.4";"1";"L/m2"
"15/02/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"15/02/2024";"Temperatura media  atura a 1.5m";"15.83";"1";"ºC"
"16/02/2024";"Lluvia";"0.5";"1";"L/m2"
"16/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"16/02/2024";"Temperatura media  atura a 1.5m";"13.93";"1";"ºC"
"17/02/2024";"Lluvia";"0.0";"1";"L/m2"
"17/02/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"17/02/2024";"Temperatura media  atura a 1.5m";"13.87";"1";"ºC"
"18/02/2024";"Lluvia";"1.6";"1";"L/m2"
"18/02/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"18/02/2024";"Temperatura media  atura a 1.5m";"14.74";"1";"ºC"
"19/02/2024";"Lluvia";"0.0";"1";"L/m2"
"19/02/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"19/02/2024";"Temperatura media  atura a 1.5m";"14.12";"1";"ºC"
"20/02/2024";"Lluvia";"0.0";"1";"L/m2"
"20/02/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"20/02/2024";"Temperatura media  atura a 1.5m";"13.21";"1";"ºC"
"21/02/2024";"Lluvia";"0.0";"1";"L/m2"
"21/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"21/02/2024";"Temperatura media  atura a 1.5m";"14.85";"1";"ºC"
"22/02/2024";"Lluvia";"7.8";"1";"L/m2"
"22/02/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"22/02/2024";"Temperatura media  atura a 1.5m";"13.12";"1";"ºC"
"23/02/2024";"Lluvia";"5.8";"1";"L/m2"
"23/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"23/02/2024";"Temperatura media  atura a 1.5m";"10.79";"1";"ºC"
"24/02/2024";"Lluvia";"15.3";"1";"L/m2"
"24/02/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"24/02/2024";"Temperatura media  atura a 1.5m";"11.60";"1";"ºC"
"25/02/2024";"Lluvia";"17.2";"1";"L/m2"
"25/02/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"25/02/2024";"Temperatura media  atura a 1.5m";"13.62";"1";"ºC"
"26/02/2024";"Lluvia";"7.5";"1";"L/m2"
"26/02/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"26/02/2024";"Temperatura media  atura a 1.5m";"11.05";"1";"ºC"
"27/02/2024";"Lluvia";"0.0";"1";"L/m2"
"27/02/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"27/02/2024";"Temperatura media  atura a 1.5m";"11.81";"1";"ºC"
"28/02/2024";"Lluvia";"0.8";"1";"L/m2"
"28/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"28/02/2024";"Temperatura media  atura a 1.5m";"12.68";"1";"ºC"
"29/02/2024";"Lluvia";"10.1";"1";"L/m2"
"29/02/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"29/02/2024";"Temperatura media  atura a 1.5m";"11.50";"1";"ºC"
"01/03/2024";"Lluvia";"19.1";"1";"L/m2"
"01/03/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"01/03/2024";"Temperatura media  atura a 1.5m";"11.89";"1";"ºC"
"02/03/2024";"Lluvia";"18.2";"1";"L/m2"
"02/03/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"02/03/2024";"Temperatura media  atura a 1.5m";"10.05";"1";"ºC"
"03/03/2024";"Lluvia";"2.8";"1";"L/m2"
"03/03/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"03/03/2024";"Temperatura media  atura a 1.5m";"11.16";"1";"ºC"
"04/03/2024";"Lluvia";"6.8";"1";"L/m2"
"04/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"04/03/2024";"Temperatura media  atura a 1.5m";"11.85";"1";"ºC"
"05/03/2024";"Lluvia";"0.4";"1";"L/m2"
"05/03/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"05/03/2024";"Temperatura media  atura a 1.5m";"11.46";"1";"ºC"
"06/03/2024";"Lluvia";"0.0";"1";"L/m2"
"06/03/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"06/03/2024";"Temperatura media  atura a 1.5m";"13.19";"1";"ºC"
"07/03/2024";"Lluvia";"0.3";"1";"L/m2"
"07/03/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"07/03/2024";"Temperatura media  atura a 1.5m";"12.45";"1";"ºC"
"08/03/2024";"Lluvia";"16.4";"1";"L/m2"
"08/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"08/03/2024";"Temperatura media  atura a 1.5m";"9.90";"1";"ºC"
"09/03/2024";"Lluvia";"16.7";"1";"L/m2"
"09/03/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"09/03/2024";"Temperatura media  atura a 1.5m";"9.20";"1";"ºC"
"10/03/2024";"Lluvia";"10.2";"1";"L/m2"
"10/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"10/03/2024";"Temperatura media  atura a 1.5m";"12.28";"1";"ºC"
"11/03/2024";"Lluvia";"0.0";"1";"L/m2"
"11/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"11/03/2024";"Temperatura media  atura a 1.5m";"13.55";"1";"ºC"
"12/03/2024";"Lluvia";"0.0";"1";"L/m2"
"12/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"12/03/2024";"Temperatura media  atura a 1.5m";"13.96";"1";"ºC"
"13/03/2024";"Lluvia";"0.0";"1";"L/m2"
"13/03/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"13/03/2024";"Temperatura media  atura a 1.5m";"14.76";"1";"ºC"
"14/03/2024";"Lluvia";"1.2";"1";"L/m2"
"14/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"14/03/2024";"Temperatura media  atura a 1.5m";"15.76";"1";"ºC"
"15/03/2024";"Lluvia";"0.0";"1";"L/m2"
"15/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"15/03/2024";"Temperatura media  atura a 1.5m";"15.67";"1";"ºC"
"16/03/2024";"Lluvia";"4.6";"1";"L/m2"
"16/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"16/03/2024";"Temperatura media  atura a 1.5m";"16.07";"1";"ºC"
"17/03/2024";"Lluvia";"3.1";"1";"L/m2"
"17/03/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"17/03/2024";"Temperatura media  atura a 1.5m";"16.07";"1";"ºC"
"18/03/2024";"Lluvia";"0.0";"1";"L/m2"
"18/03/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"18/03/2024";"Temperatura media  atura a 1.5m";"13.81";"1";"ºC"
"19/03/2024";"Lluvia";"0.0";"1";"L/m2"
"19/03/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"19/03/2024";"Temperatura media  atura a 1.5m";"12.32";"1";"ºC"
"20/03/2024";"Lluvia";"1.1";"1";"L/m2"
"20/03/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"20/03/2024";"Temperatura media  atura a 1.5m";"12.00";"1";"ºC"
"21/03/2024";"Lluvia";"0.0";"1";"L/m2"
"21/03/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"21/03/2024";"Temperatura media  atura a 1.5m";"14.99";"1";"ºC"
"22/03/2024";"Lluvia";"0.0";"1";"L/m2"
"22/03/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"22/03/2024";"Temperatura media  atura a 1.5m";"14.08";"1";"ºC"
"23/03/2024";"Lluvia";"0.0";"1";"L/m2"
"23/03/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"23/03/2024";"Temperatura media  atura a 1.5m";"13.00";"1";"ºC"
"24/03/2024";"Lluvia";"0.0";"1";"L/m2"
"24/03/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"24/03/2024";"Temperatura media  atura a 1.5m";"12.42";"1";"ºC"
"25/03/2024";"Lluvia";"3.7";"1";"L/m2"
"25/03/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"25/03/2024";"Temperatura media  atura a 1.5m";"10.39";"1";"ºC"
"26/03/2024";"Lluvia";"9.2";"1";"L/m2"
"26/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"26/03/2024";"Temperatura media  atura a 1.5m";"8.39";"1";"ºC"
"27/03/2024";"Lluvia";"12.3";"1";"L/m2"
"27/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"27/03/2024";"Temperatura media  atura a 1.5m";"9.61";"1";"ºC"
"28/03/2024";"Lluvia";"11.7";"1";"L/m2"
"28/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"28/03/2024";"Temperatura media  atura a 1.5m";"9.37";"1";"ºC"
"29/03/2024";"Lluvia";"2.1";"1";"L/m2"
"29/03/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"29/03/2024";"Temperatura media  atura a 1.5m";"11.07";"1";"ºC"
"30/03/2024";"Lluvia";"2.0";"1";"L/m2"
"30/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"30/03/2024";"Temperatura media  atura a 1.5m";"9.78";"1";"ºC"
"31/03/2024";"Lluvia";"6.2";"1";"L/m2"
"31/03/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"31/03/2024";"Temperatura media  atura a 1.5m";"10.20";"1";"ºC"
"01/04/2024";"Lluvia";"3.9";"1";"L/m2"
"01/04/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"01/04/2024";"Temperatura media  atura a 1.5m";"12.17";"1";"ºC"
"02/04/2024";"Lluvia";"8.3";"1";"L/m2"
"02/04/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"02/04/2024";"Temperatura media  atura a 1.5m";"14.27";"1";"ºC"
"03/04/2024";"Lluvia";"0.0";"1";"L/m2"
"03/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"03/04/2024";"Temperatura media  atura a 1.5m";"16.56";"1";"ºC"
"04/04/2024";"Lluvia";"1.1";"1";"L/m2"
"04/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"04/04/2024";"Temperatura media  atura a 1.5m";"16.31";"1";"ºC"
"05/04/2024";"Lluvia";"7.7";"1";"L/m2"
"05/04/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"05/04/2024";"Temperatura media  atura a 1.5m";"20.09";"1";"ºC"
"06/04/2024";"Lluvia";"5.3";"1";"L/m2"
"06/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"06/04/2024";"Temperatura media  atura a 1.5m";"15.99";"1";"ºC"
"07/04/2024";"Lluvia";"0.0";"1";"L/m2"
"07/04/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"07/04/2024";"Temperatura media  atura a 1.5m";"16.24";"1";"ºC"
"08/04/2024";"Lluvia";"6.6";"1";"L/m2"
"08/04/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"08/04/2024";"Temperatura media  atura a 1.5m";"12.50";"1";"ºC"
"09/04/2024";"Lluvia";"0.0";"1";"L/m2"
"09/04/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"09/04/2024";"Temperatura media  atura a 1.5m";"13.63";"1";"ºC"
"10/04/2024";"Lluvia";"0.0";"1";"L/m2"
"10/04/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"10/04/2024";"Temperatura media  atura a 1.5m";"13.31";"1";"ºC"
"11/04/2024";"Lluvia";"0.0";"1";"L/m2"
"11/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"11/04/2024";"Temperatura media  atura a 1.5m";"16.11";"1";"ºC"
"12/04/2024";"Lluvia";"0.0";"1";"L/m2"
"12/04/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"12/04/2024";"Temperatura media  atura a 1.5m";"18.84";"1";"ºC"
"13/04/2024";"Lluvia";"0.0";"1";"L/m2"
"13/04/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"13/04/2024";"Temperatura media  atura a 1.5m";"18.14";"1";"ºC"
"14/04/2024";"Lluvia";"0.0";"1";"L/m2"
"14/04/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"14/04/2024";"Temperatura media  atura a 1.5m";"14.52";"1";"ºC"
"15/04/2024";"Lluvia";"0.0";"1";"L/m2"
"15/04/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"15/04/2024";"Temperatura media  atura a 1.5m";"14.02";"1";"ºC"
"16/04/2024";"Lluvia";"0.0";"1";"L/m2"
"16/04/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"16/04/2024";"Temperatura media  atura a 1.5m";"13.39";"1";"ºC"
"17/04/2024";"Lluvia";"0.0";"1";"L/m2"
"17/04/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"17/04/2024";"Temperatura media  atura a 1.5m";"13.25";"1";"ºC"
"18/04/2024";"Lluvia";"0.0";"1";"L/m2"
"18/04/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"18/04/2024";"Temperatura media  atura a 1.5m";"14.17";"1";"ºC"
"19/04/2024";"Lluvia";"0.0";"1";"L/m2"
"19/04/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"19/04/2024";"Temperatura media  atura a 1.5m";"15.52";"1";"ºC"
"20/04/2024";"Lluvia";"0.0";"1";"L/m2"
"20/04/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"20/04/2024";"Temperatura media  atura a 1.5m";"15.81";"1";"ºC"
"21/04/2024";"Lluvia";"0.0";"1";"L/m2"
"21/04/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"21/04/2024";"Temperatura media  atura a 1.5m";"15.17";"1";"ºC"
"22/04/2024";"Lluvia";"0.0";"1";"L/m2"
"22/04/2024";"Humedad relativa media a 1.5m";"51";"1";"%"
"22/04/2024";"Temperatura media  atura a 1.5m";"13.97";"1";"ºC"
"23/04/2024";"Lluvia";"0.0";"1";"L/m2"
"23/04/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"23/04/2024";"Temperatura media  atura a 1.5m";"12.41";"1";"ºC"
"24/04/2024";"Lluvia";"0.0";"1";"L/m2"
"24/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"24/04/2024";"Temperatura media  atura a 1.5m";"12.73";"1";"ºC"
"25/04/2024";"Lluvia";"2.6";"1";"L/m2"
"25/04/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"25/04/2024";"Temperatura media  atura a 1.5m";"13.27";"1";"ºC"
"26/04/2024";"Lluvia";"25.9";"1";"L/m2"
"26/04/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"26/04/2024";"Temperatura media  atura a 1.5m";"11.33";"1";"ºC"
"27/04/2024";"Lluvia";"27.0";"1";"L/m2"
"27/04/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"27/04/2024";"Temperatura media  atura a 1.5m";"11.56";"1";"ºC"
"28/04/2024";"Lluvia";"4.2";"1";"L/m2"
"28/04/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"28/04/2024";"Temperatura media  atura a 1.5m";"12.15";"1";"ºC"
"29/04/2024";"Lluvia";"0.0";"1";"L/m2"
"29/04/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"29/04/2024";"Temperatura media  atura a 1.5m";"13.15";"1";"ºC"
"30/04/2024";"Lluvia";"8.2";"1";"L/m2"
"30/04/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"30/04/2024";"Temperatura media  atura a 1.5m";"12.89";"1";"ºC"
"01/05/2024";"Lluvia";"5.2";"1";"L/m2"
"01/05/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"01/05/2024";"Temperatura media  atura a 1.5m";"11.99";"1";"ºC"
"02/05/2024";"Lluvia";"9.4";"1";"L/m2"
"02/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"02/05/2024";"Temperatura media  atura a 1.5m";"11.93";"1";"ºC"
"03/05/2024";"Lluvia";"17.0";"1";"L/m2"
"03/05/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"03/05/2024";"Temperatura media  atura a 1.5m";"14.17";"1";"ºC"
"04/05/2024";"Lluvia";"12.3";"1";"L/m2"
"04/05/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"04/05/2024";"Temperatura media  atura a 1.5m";"16.61";"1";"ºC"
"05/05/2024";"Lluvia";"14.8";"1";"L/m2"
"05/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"05/05/2024";"Temperatura media  atura a 1.5m";"14.31";"1";"ºC"
"06/05/2024";"Lluvia";"0.0";"1";"L/m2"
"06/05/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"06/05/2024";"Temperatura media  atura a 1.5m";"14.67";"1";"ºC"
"07/05/2024";"Lluvia";"0.0";"1";"L/m2"
"07/05/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"07/05/2024";"Temperatura media  atura a 1.5m";"14.86";"1";"ºC"
"08/05/2024";"Lluvia";"0.0";"1";"L/m2"
"08/05/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"08/05/2024";"Temperatura media  atura a 1.5m";"16.73";"1";"ºC"
"09/05/2024";"Lluvia";"0.0";"1";"L/m2"
"09/05/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"09/05/2024";"Temperatura media  atura a 1.5m";"18.93";"1";"ºC"
"10/05/2024";"Lluvia";"0.0";"1";"L/m2"
"10/05/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"10/05/2024";"Temperatura media  atura a 1.5m";"17.87";"1";"ºC"
"11/05/2024";"Lluvia";"0.0";"1";"L/m2"
"11/05/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"11/05/2024";"Temperatura media  atura a 1.5m";"15.03";"1";"ºC"
"12/05/2024";"Lluvia";"0.0";"1";"L/m2"
"12/05/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"12/05/2024";"Temperatura media  atura a 1.5m";"17.04";"1";"ºC"
"13/05/2024";"Lluvia";"12.6";"1";"L/m2"
"13/05/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"13/05/2024";"Temperatura media  atura a 1.5m";"15.70";"1";"ºC"
"14/05/2024";"Lluvia";"15.5";"1";"L/m2"
"14/05/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"14/05/2024";"Temperatura media  atura a 1.5m";"13.79";"1";"ºC"
"15/05/2024";"Lluvia";"9.4";"1";"L/m2"
"15/05/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"15/05/2024";"Temperatura media  atura a 1.5m";"13.16";"1";"ºC"
"16/05/2024";"Lluvia";"5.0";"1";"L/m2"
"16/05/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"16/05/2024";"Temperatura media  atura a 1.5m";"12.84";"1";"ºC"
"17/05/2024";"Lluvia";"12.1";"1";"L/m2"
"17/05/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"17/05/2024";"Temperatura media  atura a 1.5m";"14.67";"1";"ºC"
"18/05/2024";"Lluvia";"21.2";"1";"L/m2"
"18/05/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"18/05/2024";"Temperatura media  atura a 1.5m";"14.55";"1";"ºC"
"19/05/2024";"Lluvia";"4.0";"1";"L/m2"
"19/05/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"19/05/2024";"Temperatura media  atura a 1.5m";"14.88";"1";"ºC"
"20/05/2024";"Lluvia";"0.0";"1";"L/m2"
"20/05/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"20/05/2024";"Temperatura media  atura a 1.5m";"16.04";"1";"ºC"
"21/05/2024";"Lluvia";"6.0";"1";"L/m2"
"21/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"21/05/2024";"Temperatura media  atura a 1.5m";"15.66";"1";"ºC"
"22/05/2024";"Lluvia";"7.1";"1";"L/m2"
"22/05/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"22/05/2024";"Temperatura media  atura a 1.5m";"14.83";"1";"ºC"
"23/05/2024";"Lluvia";"5.7";"1";"L/m2"
"23/05/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"23/05/2024";"Temperatura media  atura a 1.5m";"14.31";"1";"ºC"
"24/05/2024";"Lluvia";"0.0";"1";"L/m2"
"24/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"24/05/2024";"Temperatura media  atura a 1.5m";"15.79";"1";"ºC"
"25/05/2024";"Lluvia";"0.0";"1";"L/m2"
"25/05/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"25/05/2024";"Temperatura media  atura a 1.5m";"17.28";"1";"ºC"
"26/05/2024";"Lluvia";"0.7";"1";"L/m2"
"26/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"26/05/2024";"Temperatura media  atura a 1.5m";"15.70";"1";"ºC"
"27/05/2024";"Lluvia";"0.0";"1";"L/m2"
"27/05/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"27/05/2024";"Temperatura media  atura a 1.5m";"15.16";"1";"ºC"
"28/05/2024";"Lluvia";"0.0";"1";"L/m2"
"28/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"28/05/2024";"Temperatura media  atura a 1.5m";"15.66";"1";"ºC"
"29/05/2024";"Lluvia";"0.3";"1";"L/m2"
"29/05/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"29/05/2024";"Temperatura media  atura a 1.5m";"17.12";"1";"ºC"
"30/05/2024";"Lluvia";"0.4";"1";"L/m2"
"30/05/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"30/05/2024";"Temperatura media  atura a 1.5m";"16.45";"1";"ºC"
"31/05/2024";"Lluvia";"0.0";"1";"L/m2"
"31/05/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"31/05/2024";"Temperatura media  atura a 1.5m";"16.77";"1";"ºC"
"01/06/2024";"Lluvia";"0.0";"1";"L/m2"
"01/06/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"01/06/2024";"Temperatura media  atura a 1.5m";"17.54";"1";"ºC"
"02/06/2024";"Lluvia";"0.0";"1";"L/m2"
"02/06/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"02/06/2024";"Temperatura media  atura a 1.5m";"17.76";"1";"ºC"
"03/06/2024";"Lluvia";"0.0";"1";"L/m2"
"03/06/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"03/06/2024";"Temperatura media  atura a 1.5m";"18.57";"1";"ºC"
"04/06/2024";"Lluvia";"0.0";"1";"L/m2"
"04/06/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"04/06/2024";"Temperatura media  atura a 1.5m";"18.07";"1";"ºC"
"05/06/2024";"Lluvia";"0.0";"1";"L/m2"
"05/06/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"05/06/2024";"Temperatura media  atura a 1.5m";"15.71";"1";"ºC"
"06/06/2024";"Lluvia";"0.0";"1";"L/m2"
"06/06/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"06/06/2024";"Temperatura media  atura a 1.5m";"16.98";"1";"ºC"
"07/06/2024";"Lluvia";"0.0";"1";"L/m2"
"07/06/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"07/06/2024";"Temperatura media  atura a 1.5m";"18.00";"1";"ºC"
"08/06/2024";"Lluvia";"5.7";"1";"L/m2"
"08/06/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"08/06/2024";"Temperatura media  atura a 1.5m";"15.49";"1";"ºC"
"09/06/2024";"Lluvia";"0.0";"1";"L/m2"
"09/06/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"09/06/2024";"Temperatura media  atura a 1.5m";"15.41";"1";"ºC"
"10/06/2024";"Lluvia";"0.0";"1";"L/m2"
"10/06/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"10/06/2024";"Temperatura media  atura a 1.5m";"15.46";"1";"ºC"
"11/06/2024";"Lluvia";"0.0";"1";"L/m2"
"11/06/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"11/06/2024";"Temperatura media  atura a 1.5m";"15.30";"1";"ºC"
"12/06/2024";"Lluvia";"0.0";"1";"L/m2"
"12/06/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"12/06/2024";"Temperatura media  atura a 1.5m";"15.60";"1";"ºC"
"13/06/2024";"Lluvia";"0.7";"1";"L/m2"
"13/06/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"13/06/2024";"Temperatura media  atura a 1.5m";"16.98";"1";"ºC"
"14/06/2024";"Lluvia";"2.4";"1";"L/m2"
"14/06/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"14/06/2024";"Temperatura media  atura a 1.5m";"16.66";"1";"ºC"
"15/06/2024";"Lluvia";"0.0";"1";"L/m2"
"15/06/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"15/06/2024";"Temperatura media  atura a 1.5m";"17.11";"1";"ºC"
"16/06/2024";"Lluvia";"0.3";"1";"L/m2"
"16/06/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"16/06/2024";"Temperatura media  atura a 1.5m";"18.95";"1";"ºC"
"17/06/2024";"Lluvia";"4.5";"1";"L/m2"
"17/06/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"17/06/2024";"Temperatura media  atura a 1.5m";"19.44";"1";"ºC"
"18/06/2024";"Lluvia";"2.9";"1";"L/m2"
"18/06/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"18/06/2024";"Temperatura media  atura a 1.5m";"16.53";"1";"ºC"
"19/06/2024";"Lluvia";"18.7";"1";"L/m2"
"19/06/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"19/06/2024";"Temperatura media  atura a 1.5m";"15.50";"1";"ºC"
"20/06/2024";"Lluvia";"3.4";"1";"L/m2"
"20/06/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"20/06/2024";"Temperatura media  atura a 1.5m";"15.72";"1";"ºC"
